term,N,Y,description,Y_out,N_out,pvalue,odds,freq1,freq2,color_sig,size_sel
HP:0000177,1,0,Abnormality of upper lip,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0000185,1,1,Cleft soft palate,12350,8159,1,0.6606794549006171,8.096510404015869e-5,1.2254901960784314e-4,>,-0
HP:0000190,11,19,Abnormal oral frenulum morphology,12332,8149,1,1.1414107640324918,0.001538336976763015,0.0013480392156862745,>,0.27710022811803153
HP:0000193,1,1,Bifid uvula,12350,8159,1,0.6606794549006171,8.096510404015869e-5,1.2254901960784314e-4,>,-0
HP:0000202,77,57,Oral cleft,12294,8083,0.04498920091106856,0.48671220446595187,0.004615010930289046,0.009436274509803921,<,17.61060874121163
HP:0000204,1,0,Cleft upper lip,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0000206,4,0,Glossitis,12351,8156,1,0,0,4.901960784313725e-4,>,6.405516134678027
HP:0000212,0,8,Gingival overgrowth,12343,8160,1,Inf,6.477208323212695e-4,0,>,6.374720294171306
HP:0000221,4,0,Furrowed tongue,12351,8156,1,0,0,4.901960784313725e-4,>,6.405516134678027
HP:0000234,656,591,Abnormality of the head,11760,7504,4.9540061321769705e-18,0.5749063001932382,0.047850376487733784,0.0803921568627451,<,81.44321569943357
HP:0000235,8,26,Abnormality of the fontanelles or cranial sutures,12325,8152,1,2.149533657528381,0.002105092705044126,9.80392156862745e-4,>,5.038105732990902
HP:0000238,142,164,Hydrocephalus,12187,8018,1,0.7598667566751955,0.013278277062586025,0.017401960784313726,>,6.928757685185313
HP:0000245,114,55,Abnormal paranasal sinus morphology,12296,8046,3.841376697955938e-10,0.3157173034076934,0.0044530807222087285,0.013970588235294118,<,49.88509426839081
HP:0000246,114,55,Sinusitis,12296,8046,3.841376697955938e-10,0.3157173034076934,0.0044530807222087285,0.013970588235294118,<,49.88509426839081
HP:0000255,32,13,Acute sinusitis,12338,8128,0.02756909881675532,0.26764677639725415,0.001052546352522063,0.00392156862745098,<,18.461351578558094
HP:0000264,0,3,Abnormality of the mastoid,12348,8160,1,Inf,2.4289531212047608e-4,0,>,2.2034579751842505
HP:0000265,0,3,Mastoiditis,12348,8160,1,Inf,2.4289531212047608e-4,0,>,2.2034579751842505
HP:0000271,503,397,Abnormality of the face,11954,7657,3.109759180757725e-20,0.5055619305789598,0.032143146303943,0.0616421568627451,<,90.25213482420955
HP:0000282,10,3,Facial edema,12348,8150,1,0.19802302091249108,2.4289531212047608e-4,0.0012254901960784314,>,8.222421435681907
HP:0000301,10,19,Abnormality of facial musculature,12332,8150,1,1.255650153780922,0.001538336976763015,0.0012254901960784314,>,0.6075810844161533
HP:0000315,45,39,Abnormality of the orbital region,12312,8115,1,0.5712655147393516,0.003157639057566189,0.0055147058823529415,>,7.4797773950658595
HP:0000316,0,6,Hypertelorism,12345,8160,1,Inf,4.8579062424095217e-4,0,>,4.229956425901743
HP:0000317,2,1,Facial myokymia,12350,8158,1,0.3303010464616906,8.096510404015869e-5,2.4509803921568627e-4,>,0.9850436980878551
HP:0000324,0,7,Facial asymmetry,12344,8160,1,Inf,5.667557282811108e-4,0,>,5.313001936649556
HP:0000326,0,5,Abnormality of the maxilla,12346,8160,1,Inf,4.0482552020079345e-4,0,>,3.1352378675979327
HP:0000327,0,5,Hypoplasia of the maxilla,12346,8160,1,Inf,4.0482552020079345e-4,0,>,3.1352378675979327
HP:0000356,33,20,Abnormality of the outer ear,12331,8127,1,0.3994529360910696,0.0016193020808031738,0.004044117647058824,>,11.864674444654941
HP:0000364,157,159,Hearing abnormality,12192,8003,0.44841653643075746,0.6648080386098499,0.012873451542385232,0.019240196078431374,<,13.616315379292864
HP:0000365,157,159,Hearing impairment,12192,8003,0.44841653643075746,0.6648080386098499,0.012873451542385232,0.019240196078431374,<,13.616315379292864
HP:0000366,325,217,Abnormality of the nose,12134,7835,1.3232159573760389e-18,0.43114771323976275,0.017569427576714435,0.03982843137254902,<,83.73651894022368
HP:0000370,198,178,Abnormality of the middle ear,12173,7962,4.3781808025378444e-4,0.588037798093909,0.014411788519148247,0.02426470588235294,<,25.65786708937271
HP:0000372,23,20,Abnormality of the auditory canal,12331,8137,1,0.5738442105718029,0.0016193020808031738,0.002818627450980392,>,4.280613994448532
HP:0000377,2,0,Abnormality of the pinna,12351,8158,1,0,0,2.4509803921568627e-4,>,3.202501612419053
HP:0000388,164,172,Otitis media,12179,7996,0.8359547862756826,0.6885964129198421,0.013925997894907295,0.020098039215686276,<,12.534310704028314
HP:0000405,14,6,Conductive hearing impairment,12345,8146,1,0.28281697721310917,4.8579062424095217e-4,0.001715686274509804,>,8.019318469052688
HP:0000407,150,107,Sensorineural hearing impairment,12244,8010,1.8885065023391328e-6,0.4666729561268336,0.00866326613229698,0.01838235294117647,<,35.11856792078854
HP:0000410,12,5,Mixed hearing impairment,12346,8148,1,0.27500639413280414,4.0482552020079345e-4,0.0014705882352941176,>,7.647661203694952
HP:0000415,2,30,Abnormality of the choanae,12321,8158,0.036806005109505054,9.931913215971164,0.002428953121204761,2.4509803921568627e-4,<,17.959367130452975
HP:0000419,26,1,Abnormality of the nasal septum,12350,8134,7.239553366684773e-7,0.025323654237295778,8.096510404015869e-5,0.0031862745098039215,<,36.78419476322615
HP:0000421,18,51,Epistaxis,12300,8142,1,1.875470403217789,0.004129220306048093,0.0022058823529411764,>,6.8536231858465255
HP:0000453,2,30,Choanal atresia,12321,8158,0.036806005109505054,9.931913215971164,0.002428953121204761,2.4509803921568627e-4,<,17.959367130452975
HP:0000464,52,22,Abnormality of the neck,12329,8108,1.5335455776029503e-4,0.27824961240504253,0.0017812322888834911,0.006372549019607843,<,27.480255107069848
HP:0000473,51,22,Torticollis,12329,8109,2.628456146922033e-4,0.283738680780553,0.0017812322888834911,0.00625,<,26.54423891611216
HP:0000478,764,1374,Abnormality of the eye,10977,7396,0.06066824866436762,1.2117203161299586,0.11124605295117804,0.09362745098039216,<,17.091196026090568
HP:0000479,0,74,Abnormal retinal morphology,12277,8160,6.418734246318343e-14,Inf,0.005991417698971743,0,<,64.9932442785854
HP:0000481,202,283,Abnormal cornea morphology,12068,7958,1,0.9238591091238505,0.02291312444336491,0.024754901960784313,>,1.5986792005008768
HP:0000483,201,243,Astigmatism,12108,7959,1,0.7947052922036724,0.019674520281758562,0.02463235294117647,>,6.92540583326782
HP:0000486,59,152,Strabismus,12199,8101,0.4389838409233715,1.7107813404806838,0.01230669581410412,0.007230392156862745,<,13.653247722447365
HP:0000491,1,0,Keratitis,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0000492,9,12,Abnormal eyelid morphology,12339,8151,1,0.880792458475448,9.715812484819043e-4,0.0011029411764705882,>,0.33388230861652696
HP:0000495,0,17,Recurrent corneal erosions,12334,8160,0.2635831410832913,Inf,0.0013764067686826977,0,<,14.539371342326229
HP:0000496,140,263,Abnormality of eye movement,12088,8020,1,1.2463508728102932,0.021293822362561735,0.01715686274509804,>,5.605603663486942
HP:0000498,0,3,Blepharitis,12348,8160,1,Inf,2.4289531212047608e-4,0,>,2.2034579751842505
HP:0000501,25,2,Glaucoma,12349,8135,1.4671525849860401e-5,0.05270609098549947,1.6193020808031737e-4,0.0030637254901960784,<,31.55714072615507
HP:0000502,35,26,Abnormal conjunctiva morphology,12325,8125,1,0.4897226231082878,0.002105092705044126,0.00428921568627451,>,8.952569993614977
HP:0000504,31,108,Abnormality of vision,12243,8129,0.01893555630547046,2.3130939174622616,0.008744231236337139,0.003799019607843137,<,19.113929583828853
HP:0000505,29,88,Visual impairment,12263,8131,0.9579350807177074,2.0119484089523403,0.0071249291555339645,0.003553921568627451,<,12.297697547035526
HP:0000508,1,10,Ptosis,12341,8159,1,6.612181793214969,8.096510404015869e-4,1.2254901960784314e-4,>,4.9041716288393555
HP:0000509,35,26,Conjunctivitis,12325,8125,1,0.4897226231082878,0.002105092705044126,0.00428921568627451,>,8.952569993614977
HP:0000517,0,30,Abnormality of the lens,12321,8160,4.4980141153028945e-4,Inf,0.002428953121204761,0,<,25.610958602873126
HP:0000518,0,30,Cataract,12321,8160,4.4980141153028945e-4,Inf,0.002428953121204761,0,<,25.610958602873126
HP:0000520,0,8,Proptosis,12343,8160,1,Inf,6.477208323212695e-4,0,>,6.374720294171306
HP:0000525,0,1,Abnormality iris morphology,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0000528,0,5,Anophthalmia,12346,8160,1,Inf,4.0482552020079345e-4,0,>,3.1352378675979327
HP:0000532,0,1,Abnormal chorioretinal morphology,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0000539,455,613,Abnormality of refraction,11738,7705,1,0.8843647144081759,0.04963160877661728,0.05575980392156863,>,5.067478384578195
HP:0000540,136,238,Hypermetropia,12113,8024,1,1.1592048177221979,0.01926969476155777,0.016666666666666666,>,2.953397094214526
HP:0000541,0,58,Retinal detachment,12293,8160,2.1857700722246458e-10,Inf,0.004695976034329204,0,<,50.864623957694164
HP:0000545,78,110,Myopia,12241,8082,1,0.9311117733322062,0.008906161444417457,0.009558823529411765,>,0.7387528872191287
HP:0000549,59,152,Abnormal conjugate eye movement,12199,8101,0.4389838409233715,1.7107813404806838,0.01230669581410412,0.007230392156862745,<,13.653247722447365
HP:0000553,0,10,Abnormal uvea morphology,12341,8160,1,Inf,8.096510404015869e-4,0,>,8.418703767346244
HP:0000554,0,8,Uveitis,12343,8160,1,Inf,6.477208323212695e-4,0,>,6.374720294171306
HP:0000557,25,0,Buphthalmos,12351,8135,1.0932399826404068e-7,0,0,0.0030637254901960784,<,40.068179832374376
HP:0000565,30,33,Esotropia,12318,8130,1,0.7260366408730212,0.002671848433325237,0.003676470588235294,>,2.438621763586352
HP:0000568,0,3,Microphthalmia,12348,8160,1,Inf,2.4289531212047608e-4,0,>,2.2034579751842505
HP:0000573,0,15,Retinal hemorrhage,12336,8160,0.8583814238497499,Inf,0.0012144765606023804,0,<,12.488320616613873
HP:0000575,1,21,Scotoma,12330,8159,0.3281715477193964,13.895562842102642,0.0017002671848433326,1.2254901960784314e-4,<,14.158638157660901
HP:0000577,8,37,Exotropia,12314,8152,1,3.0616344149533363,0.0029957088494858715,9.80392156862745e-4,>,10.742633393129308
HP:0000587,67,164,Abnormality of the optic nerve,12187,8093,0.7949799037795322,1.6254419460556258,0.013278277062586025,0.00821078431372549,<,12.621617257523642
HP:0000598,416,374,Abnormality of the ear,11977,7744,1.0575910234227365e-10,0.5813296454665035,0.030280948911019352,0.050980392156862744,<,52.12577083486893
HP:0000600,41,10,Abnormality of the pharynx,12341,8119,4.213510495936869e-6,0.16046453494471466,8.096510404015869e-4,0.005024509803921569,<,33.72446553837239
HP:0000606,10,3,Abnormality of the periorbital region,12348,8150,1,0.19802302091249108,2.4289531212047608e-4,0.0012254901960784314,>,8.222421435681907
HP:0000609,0,81,Optic nerve hypoplasia,12270,8160,1.9494772935111102e-15,Inf,0.006558173427252854,0,<,71.06336913427432
HP:0000610,0,1,Abnormal choroid morphology,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0000615,0,1,Abnormal pupil morphology,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0000632,3,1,Lacrimation abnormality,12350,8157,1,0.2201781856652502,8.096510404015869e-5,3.676470588235294e-4,>,2.0449635992310453
HP:0000639,81,111,Nystagmus,12240,8079,1,0.9045174680081921,0.008987126548457614,0.009926470588235294,>,1.1851729027780589
HP:0000643,1,0,Blepharospasm,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0000646,3,25,Amblyopia,12326,8157,1,5.5141913515952865,0.002024127601003967,3.676470588235294e-4,>,11.350129010601524
HP:0000648,15,68,Optic atrophy,12283,8145,0.02920749625887086,3.005943155685841,0.005505627074730791,0.001838235294117647,<,18.361064539800367
HP:0000651,2,20,Diplopia,12331,8158,1,6.616742327150021,0.0016193020808031738,2.4509803921568627e-4,>,9.854811827174323
HP:0000670,9,9,Carious teeth,12342,8151,1,0.6604595368385839,7.286859363614282e-4,0.0011029411764705882,>,1.308216471824544
HP:0000678,1,0,Dental crowding,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0000689,0,2,Dental malocclusion,12349,8160,1,Inf,1.6193020808031737e-4,0,>,1.1331430287328996
HP:0000692,1,2,Tooth malposition,12349,8159,1,1.321384598830989,1.6193020808031737e-4,1.2254901960784314e-4,>,1.9286549331065744e-16
HP:0000706,0,4,Eruption failure,12347,8160,1,Inf,3.2386041616063474e-4,0,>,3.2220063731973085
HP:0000707,2239,3202,Abnormality of the nervous system,9149,5921,1,0.925530364262482,0.2592502631365881,0.2743872549019608,>,7.099904084305172
HP:0000708,282,698,Behavioral abnormality,11653,7878,2.79409551405379e-10,1.6732969948761818,0.056513642620030766,0.03455882352941177,<,50.438076866502286
HP:0000709,2,3,Psychosis,12348,8158,1,0.9910095588251657,2.4289531212047608e-4,2.4509803921568627e-4,>,-0
HP:0000717,38,102,Autism,12249,8122,1,1.779781140239754,0.008258440612096187,0.004656862745098039,>,10.547763209226257
HP:0000718,1,0,Aggressive behavior,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0000722,2,17,Obsessive-compulsive behavior,12334,8158,1,5.621403611959268,0.0013764067686826977,2.4509803921568627e-4,>,8.259049577504184
HP:0000729,38,102,Autistic behavior,12249,8122,1,1.779781140239754,0.008258440612096187,0.004656862745098039,>,10.547763209226257
HP:0000733,28,30,Stereotypy,12321,8132,1,0.7071829291157746,0.002428953121204761,0.003431372549019608,>,2.5816110909216032
HP:0000736,0,99,Short attention span,12252,8160,1.8229555112755695e-19,Inf,0.00801554529997571,0,<,87.17993757895998
HP:0000738,0,4,Hallucinations,12347,8160,1,Inf,3.2386041616063474e-4,0,>,3.2220063731973085
HP:0000750,60,87,Delayed speech and language development,12264,8100,1,0.957711839085503,0.007043964051493806,0.007352941176470588,>,0.3871264027404567
HP:0000752,0,99,Hyperactivity,12252,8160,1.8229555112755695e-19,Inf,0.00801554529997571,0,<,87.17993757895998
HP:0000759,8,54,Abnormal peripheral nervous system morphology,12297,8152,0.006393320496081469,4.4744889914258295,0.0043721156181685695,9.80392156862745e-4,<,21.00013595439523
HP:0000769,0,6,Abnormality of the breast,12345,8160,1,Inf,4.8579062424095217e-4,0,>,4.229956425901743
HP:0000786,0,3,Primary amenorrhea,12348,8160,1,Inf,2.4289531212047608e-4,0,>,2.2034579751842505
HP:0000790,7,9,Hematuria,12342,8153,1,0.8493410112268054,7.286859363614282e-4,8.57843137254902e-4,>,0.385672771640232
HP:0000795,4,193,Abnormality of the urethra,12158,8156,6.4866098413575815e-34,32.36534004604821,0.015626265079750627,4.901960784313725e-4,<,144.9749707522104
HP:0000796,4,11,Urethral obstruction,12340,8156,1,1.8175319747022907,8.906161444417456e-4,4.901960784313725e-4,>,1.465325999411973
HP:0000805,5,4,Enuresis,12347,8155,1,0.5284201371939138,3.2386041616063474e-4,6.127450980392157e-4,>,1.2116252381188282
HP:0000811,41,364,Abnormal external genitalia,11987,8119,3.8434911721202267e-38,6.012646912322174,0.029471297870617762,0.005024509803921569,<,161.88413830714293
HP:0000818,72,227,Abnormality of the endocrine system,12124,8088,1.3235115944075927e-5,2.1031594930272046,0.01837907861711602,0.008823529411764706,<,31.736130857870734
HP:0000819,0,1,Diabetes mellitus,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0000820,12,32,Abnormality of the thyroid gland,12319,8148,1,1.7637306116673255,0.002590883329285078,0.0014705882352941176,>,3.6545156955595015
HP:0000821,12,31,Hypothyroidism,12320,8148,1,1.7084781465826793,0.0025099182252449194,0.0014705882352941176,>,3.671980307913697
HP:0000822,2,1,Hypertension,12350,8158,1,0.3303010464616906,8.096510404015869e-5,2.4509803921568627e-4,>,0.9850436980878551
HP:0000823,2,0,Delayed puberty,12351,8158,1,0,0,2.4509803921568627e-4,>,3.202501612419053
HP:0000826,3,11,Precocious puberty,12340,8157,1,2.423639711544926,8.906161444417456e-4,3.676470588235294e-4,>,2.9416052282057925
HP:0000828,1,24,Abnormality of the parathyroid gland,12327,8159,0.11650233013671775,15.884336791026973,0.0019431624969638087,1.2254901960784314e-4,<,15.957703412053055
HP:0000829,0,24,Hypoparathyroidism,12327,8160,0.007954527486521847,Inf,0.0019431624969638087,0,<,20.620584311301236
HP:0000830,0,54,Anterior hypopituitarism,12297,8160,2.2997184348027726e-9,Inf,0.0043721156181685695,0,<,46.776343192414366
HP:0000834,4,17,Abnormality of the adrenal glands,12334,8156,1,2.810213548244641,0.0013764067686826977,4.901960784313725e-4,>,4.568884750582286
HP:0000839,0,11,Pituitary dwarfism,12340,8160,1,Inf,8.906161444417456e-4,0,>,9.401393730412332
HP:0000843,1,0,Hyperparathyroidism,12351,8159,1,0,0,1.2254901960784314e-4,>,1.6011867034633571
HP:0000846,4,17,Adrenal insufficiency,12334,8156,1,2.810213548244641,0.0013764067686826977,4.901960784313725e-4,>,4.568884750582286
HP:0000851,0,1,Congenital hypothyroidism,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0000858,10,7,Irregular menstruation,12344,8150,1,0.4621800066656659,5.667557282811108e-4,0.0012254901960784314,>,3.454877667355021
HP:0000864,0,131,Abnormality of the hypothalamus-pituitary axis,12220,8160,1.5183864999832727e-26,Inf,0.010606428629260789,0,<,115.49751252364682
HP:0000869,0,1,Secondary amenorrhea,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0000870,0,1,Increased circulating prolactin concentration,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0000871,0,54,Panhypopituitarism,12297,8160,2.2997184348027726e-9,Inf,0.0043721156181685695,0,<,46.776343192414366
HP:0000873,50,9,Diabetes insipidus,12342,8110,1.621318990100132e-9,0.11830485423727648,7.286859363614282e-4,0.006127450980392157,<,47.38356798069896
HP:0000924,311,381,Abnormality of the skeletal system,11970,7849,1,0.8033299060926504,0.03084770463930046,0.03811274509803922,>,9.195226416909762
HP:0000925,14,76,Abnormality of the vertebral column,12275,8146,8.525499469498071e-4,3.6023351121928266,0.00615334790705206,0.001715686274509804,<,24.500162531908543
HP:0000929,153,192,Abnormal skull morphology,12159,8007,1,0.8263976924435248,0.01554529997571047,0.01875,>,4.2723910022724265
HP:0000932,0,1,Abnormal posterior cranial fossa morphology,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0000939,0,18,Osteoporosis,12333,8160,0.14924149144904938,Inf,0.0014573718727228565,0,<,15.527483536652465
HP:0000943,64,0,Dysostosis multiplex,12351,8096,2.354658258763992e-23,0,0,0.00784313725490196,<,102.73533031837349
HP:0000951,335,299,Abnormality of the skin,12052,7825,2.143475558660647e-8,0.579533188782929,0.024208566108007448,0.04105392156862745,<,42.89856771571391
HP:0000952,81,9,Jaundice,12342,8079,2.7595724046996147e-20,0.0727389121422859,7.286859363614282e-4,0.009926470588235294,<,90.45967468507843
HP:0000953,28,16,Hyperpigmentation of the skin,12335,8132,1,0.37673827089899964,0.001295441664642539,0.003431372549019608,>,11.034830678794641
HP:0000956,1,4,Acanthosis nigricans,12347,8159,1,2.6431104775012506,3.2386041616063474e-4,1.2254901960784314e-4,>,0.7366940340186977
HP:0000957,28,16,Cafe-au-lait spot,12335,8132,1,0.37673827089899964,0.001295441664642539,0.003431372549019608,>,11.034830678794641
HP:0000961,7,7,Cyanosis,12344,8153,1,0.6605145430841531,5.667557282811108e-4,8.57843137254902e-4,>,1.4695069370763452
HP:0000964,87,39,Eczema,12312,8073,5.0599858610146734e-8,0.2939528035716418,0.003157639057566189,0.010661764705882353,<,41.40644464553553
HP:0000969,57,43,Edema,12308,8103,0.7363675547359105,0.49666046397867547,0.0034814994737268237,0.006985294117647059,<,12.754663279942218
HP:0000980,0,1,Pallor,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0000987,0,4,Atypical scarring of skin,12347,8160,1,Inf,3.2386041616063474e-4,0,>,3.2220063731973085
HP:0000988,37,43,Skin rash,12308,8123,1,0.7670217218346014,0.0034814994737268237,0.0045343137254901964,>,2.386685157796908
HP:0000989,3,2,Pruritus,12349,8157,1,0.44037341125593926,1.6193020808031737e-4,3.676470588235294e-4,>,1.6231529987332989
HP:0000999,0,1,Pyoderma,12350,8160,1,Inf,8.096510404015869e-5,0,>,-0
HP:0001000,51,17,Abnormality of skin pigmentation,12334,8109,5.917630008173754e-6,0.2191665979662097,0.0013764067686826977,0.00625,<,33.134450626761506
HP:0001005,88,16,Dermatological manifestations of systemic disorders,12335,8072,5.699206988834947e-18,0.11900864653239013,0.001295441664642539,0.010784313725490196,<,81.19978413734701
HP:0001007,2,1,Hirsutism,12350,8158,1,0.3303010464616906,8.096510404015869e-5,2.4509803921568627e-4,>,0.9850436980878551
