term,N,Y,description,Y_out,N_out,pvalue,odds,freq1,freq2,color_sig,size_sel
HP:0000093,11,43,Proteinuria,11555,10347,0.06096774721040566,3.5000814838959626,0.0037075357820313846,0.0010619810774280748,<,17.025170148976592
HP:0000103,14,8,Polyuria,11590,10344,1,0.510016438979102,6.897740989825832e-4,0.0013516122803630044,>,3.441659738872874
HP:0000107,0,31,Renal cyst,11567,10358,2.8424069339797958e-6,Inf,0.00267287463355751,0,<,34.35082572490104
HP:0000110,48,2,Renal dysplasia,11596,10310,9.511968603852921e-11,0.03704651686325769,1.724435247456458e-4,0.004634099246958873,<,52.25248910808268
HP:0000113,0,28,Polycystic kidney dysplasia,11570,10358,1.9580040859074305e-5,Inf,0.002414209346439041,0,<,30.99831636566698
HP:0000118,10358,11598,Phenotypic abnormality,0,0,1,0,1,1,>,-0
HP:0000119,386,838,Abnormality of the genitourinary system,10760,9972,3.273405433157601e-27,2.0119220699340965,0.0722538368684256,0.03726588144429427,<,118.10557154496948
HP:0000123,1,1,Nephritis,11597,10357,1,0.8930810269017343,8.62217623728229e-5,9.654373431164318e-5,>,-0
HP:0000126,34,9,Hydronephrosis,11589,10324,0.025087175402819982,0.23585587814194275,7.759958613554061e-4,0.003282486966595868,<,18.567763675450113
HP:0000140,13,11,Abnormality of the menstrual cycle,11587,10345,1,0.7554689109982443,9.484393861010519e-4,0.0012550685460513613,>,1.059892185161866
HP:0000141,0,3,Amenorrhea,11595,10358,1,Inf,2.586652871184687e-4,0,>,2.3919306458930385
HP:0000152,840,591,Abnormality of head or neck,11007,9518,2.0938195093003997e-16,0.6084159527355144,0.050957061562338334,0.08109673682178027,<,74.881813772414
HP:0000153,212,126,Abnormality of the mouth,11472,10146,9.651328509618574e-6,0.5256631530286495,0.010863942058975685,0.020467271674068352,<,32.22722234749194
HP:0000157,18,23,Abnormality of the tongue,11575,10340,1,1.1414373787775915,0.0019831005345749267,0.0017377872176095772,>,0.4881800659297681
HP:0000159,5,0,Abnormal lip morphology,11598,10353,1,0,0,4.8271867155821587e-4,>,6.52643242511678
HP:0000163,212,126,Abnormal oral cavity morphology,11472,10146,9.651328509618574e-6,0.5256631530286495,0.010863942058975685,0.020467271674068352,<,32.22722234749194
HP:0000164,11,11,Abnormality of the dentition,11587,10347,1,0.8929887542199902,9.484393861010519e-4,0.0010619810774280748,>,0.3168965687098422
HP:0000168,0,9,Abnormality of the gingiva,11589,10358,1,Inf,7.759958613554061e-4,0,>,9.444847476656829
HP:0000172,1,1,Abnormal uvula morphology,11597,10357,1,0.8930810269017343,8.62217623728229e-5,9.654373431164318e-5,>,-0
HP:0000174,161,80,Abnormal palate morphology,11518,10197,1.0950937092686872e-6,0.4399193071732244,0.006897740989825832,0.015543541224174551,<,36.00776560392117
HP:0000175,161,80,Cleft palate,11518,10197,1.0950937092686872e-6,0.4399193071732244,0.006897740989825832,0.015543541224174551,<,36.00776560392117
HP:0000177,5,0,Abnormality of upper lip,11598,10353,1,0,0,4.8271867155821587e-4,>,6.52643242511678
HP:0000185,1,1,Cleft soft palate,11597,10357,1,0.8930810269017343,8.62217623728229e-5,9.654373431164318e-5,>,-0
HP:0000190,18,23,Abnormal oral frenulum morphology,11575,10340,1,1.1414373787775915,0.0019831005345749267,0.0017377872176095772,>,0.4881800659297681
HP:0000193,1,1,Bifid uvula,11597,10357,1,0.8930810269017343,8.62217623728229e-5,9.654373431164318e-5,>,-0
HP:0000202,179,80,Oral cleft,11518,10179,1.1428498907906903e-9,0.3949856504480019,0.006897740989825832,0.01728132844178413,<,47.933613976120675
HP:0000204,5,0,Cleft upper lip,11598,10353,1,0,0,4.8271867155821587e-4,>,6.52643242511678
HP:0000212,0,9,Gingival overgrowth,11589,10358,1,Inf,7.759958613554061e-4,0,>,9.444847476656829
HP:0000234,769,572,Abnormality of the head,11026,9589,1.834638443642523e-11,0.6469025029136072,0.0493188480772547,0.0742421316856536,<,55.11136878214372
HP:0000235,28,28,Abnormality of the fontanelles or cranial sutures,11570,10330,1,0.8928315246196004,0.002414209346439041,0.0027032245607260088,>,0.6455300681549888
HP:0000238,145,183,Hydrocephalus,11415,10213,1,1.1291621944436299,0.01577858251422659,0.01399884147518826,>,2.150720622687874
HP:0000245,114,58,Abnormal paranasal sinus morphology,11540,10244,5.233635463766287e-4,0.4516476498749003,0.005000862217623728,0.011005985711527323,<,25.290356862135212
HP:0000246,114,58,Sinusitis,11540,10244,5.233635463766287e-4,0.4516476498749003,0.005000862217623728,0.011005985711527323,<,25.290356862135212
HP:0000255,62,16,Acute sinusitis,11582,10296,8.453002582548326e-6,0.22945254841951582,0.0013795481979651664,0.005985711527321877,<,32.45752673399029
HP:0000264,2,5,Abnormality of the mastoid,11593,10356,1,2.233087263531102,4.311088118641145e-4,1.9308746862328635e-4,>,1.3555211267332254
HP:0000265,2,5,Mastoiditis,11593,10356,1,2.233087263531102,4.311088118641145e-4,1.9308746862328635e-4,>,1.3555211267332254
HP:0000268,1,0,Dolichocephaly,11598,10357,1,0,0,9.654373431164318e-5,>,1.3051092617108087
HP:0000271,564,427,Abnormality of the face,11171,9794,4.00592090312379e-7,0.6637881399081537,0.03681669253319538,0.054450666151766754,<,37.754761261028335
HP:0000282,5,1,Facial edema,11597,10353,1,0.17856836248400634,8.62217623728229e-5,4.8271867155821587e-4,>,3.8862168131106145
HP:0000301,5,23,Abnormality of facial musculature,11575,10353,1,4.114015632800233,0.0019831005345749267,4.8271867155821587e-4,>,10.861763674974974
HP:0000315,31,33,Abnormality of the orbital region,11565,10327,1,0.950542668909912,0.0028453181583031556,0.0029928557636609383,>,0.1821967304814831
HP:0000316,2,9,Hypertelorism,11589,10356,1,4.020880561298779,7.759958613554061e-4,1.9308746862328635e-4,>,4.619649061551781
HP:0000317,3,1,Facial myokymia,11597,10355,1,0.2976483095735998,8.62217623728229e-5,2.8963120293492954e-4,>,1.827678604486545
HP:0000324,0,11,Facial asymmetry,11587,10358,1,Inf,9.484393861010519e-4,0,>,11.75954743649035
HP:0000326,0,6,Abnormality of the maxilla,11592,10358,1,Inf,5.173305742369374e-4,0,>,5.940310973648636
HP:0000327,0,6,Hypoplasia of the maxilla,11592,10358,1,Inf,5.173305742369374e-4,0,>,5.940310973648636
HP:0000356,46,13,Abnormality of the outer ear,11585,10312,0.002617036209641925,0.2515458040040875,0.0011208829108466977,0.004441011778335586,<,22.494331814094945
HP:0000364,240,171,Hearing abnormality,11427,10118,0.005729014909864981,0.630900514289316,0.014743921365752716,0.023170496234794363,<,21.133250930591572
HP:0000365,240,171,Hearing impairment,11427,10118,0.005729014909864981,0.630900514289316,0.014743921365752716,0.023170496234794363,<,21.133250930591572
HP:0000366,315,233,Abnormality of the nose,11365,10043,0.0012382944660777888,0.6536603074884841,0.020089670632867734,0.0304112763081676,<,23.794275012345686
HP:0000370,154,168,Abnormality of the middle ear,11430,10204,1,0.9738909261267761,0.014485256078634247,0.014867735083993049,>,0.34000532336551753
HP:0000372,45,13,Abnormality of the auditory canal,11585,10313,0.004258872232667875,0.25716369843917625,0.0011208829108466977,0.004344468044023943,<,21.648392295369263
HP:0000377,1,0,Abnormality of the pinna,11598,10357,1,0,0,9.654373431164318e-5,>,1.3051092617108087
HP:0000388,132,160,Otitis media,11438,10226,1,1.0837119311607613,0.013795481979651664,0.0127437729291369,>,1.147514588447617
HP:0000405,4,8,Conductive hearing impairment,11590,10354,1,1.7866607800401357,6.897740989825832e-4,3.861749372465727e-4,>,1.605865110166738
HP:0000407,207,102,Sensorineural hearing impairment,11496,10151,2.2278183740562243e-9,0.4351167016328165,0.008794619762027936,0.019984553002510137,<,46.77405161466282
HP:0000410,1,6,Mixed hearing impairment,11592,10357,1,5.360366249057803,5.173305742369374e-4,9.654373431164318e-5,>,3.555935053983654
HP:0000411,1,0,Protruding ear,11598,10357,1,0,0,9.654373431164318e-5,>,1.3051092617108087
HP:0000415,10,42,Abnormality of the choanae,11556,10348,0.04089298655565728,3.760609928332367,0.0036213140196585617,9.654373431164317e-4,<,17.718975421694903
HP:0000419,5,0,Abnormality of the nasal septum,11598,10353,1,0,0,4.8271867155821587e-4,>,6.52643242511678
HP:0000421,44,61,Epistaxis,11537,10314,1,1.239386215405708,0.005259527504742197,0.004247924309712299,>,2.1915609678204473
HP:0000453,10,42,Choanal atresia,11556,10348,0.04089298655565728,3.760609928332367,0.0036213140196585617,9.654373431164317e-4,<,17.718975421694903
HP:0000464,71,19,Abnormality of the neck,11579,10287,9.744352868370767e-7,0.23773112373396713,0.001638213485083635,0.006854605136126665,<,36.210558730606
HP:0000473,71,19,Torticollis,11579,10287,9.744352868370767e-7,0.23773112373396713,0.001638213485083635,0.006854605136126665,<,36.210558730606
HP:0000478,822,1244,Abnormality of the eye,10354,9536,1.4286243391466218e-9,1.393792946216517,0.10725987239179169,0.07935894960417068,<,47.54589856132305
HP:0000479,0,85,Abnormal retinal morphology,11513,10358,3.4080808060225366e-21,Inf,0.007328849801689946,0,<,94.03553120705982
HP:0000481,177,277,Abnormal cornea morphology,11321,10181,0.47236348912157966,1.4073568118545638,0.023883428177271942,0.01708824097316084,<,13.468465453163494
HP:0000483,177,224,Astigmatism,11374,10181,1,1.1327893043522168,0.01931367477151233,0.01708824097316084,>,2.5842141237922553
HP:0000486,140,160,Strabismus,11438,10218,1,1.0209592522779265,0.013795481979651664,0.013516122803630045,>,0.25878141037935803
HP:0000492,16,11,Abnormal eyelid morphology,11587,10342,1,0.6136490627746988,9.484393861010519e-4,0.0015446997489862908,>,2.419178552037612
HP:0000495,0,23,Recurrent corneal erosions,11575,10358,4.931987848939516e-4,Inf,0.0019831005345749267,0,<,25.39348274886109
HP:0000496,187,274,Abnormality of eye movement,11324,10171,1,1.3160320595162442,0.023624762890153476,0.018053678316277275,>,9.58408717530368
HP:0000498,0,3,Blepharitis,11595,10358,1,Inf,2.586652871184687e-4,0,>,2.3919306458930385
HP:0000501,23,3,Glaucoma,11595,10335,0.01626818639490802,0.11627118035436351,2.586652871184687e-4,0.002220505889167793,<,19.32021418164166
HP:0000502,12,22,Abnormal conjunctiva morphology,11576,10346,1,1.6384920911767515,0.0018968787722021038,0.0011585248117397182,>,3.0404051580245457
HP:0000504,16,44,Abnormality of vision,11554,10342,1,2.4613214774472887,0.0037937575444042075,0.0015446997489862908,>,11.120710792815458
HP:0000505,15,18,Visual impairment,11580,10343,1,1.0718352670993279,0.0015519917227108122,0.0014481560146746477,>,0.25485962707270343
HP:0000508,2,11,Ptosis,11587,10356,1,4.915302168361622,9.484393861010519e-4,1.9308746862328635e-4,>,6.400274487156146
HP:0000509,12,22,Conjunctivitis,11576,10346,1,1.6384920911767515,0.0018968787722021038,0.0011585248117397182,>,3.0404051580245457
HP:0000517,34,0,Abnormality of the lens,11598,10324,8.620234363385575e-9,0,0,0.003282486966595868,<,44.42349444701317
HP:0000518,34,0,Cataract,11598,10324,8.620234363385575e-9,0,0,0.003282486966595868,<,44.42349444701317
HP:0000520,0,9,Proptosis,11589,10358,1,Inf,7.759958613554061e-4,0,>,9.444847476656829
HP:0000525,9,1,Abnormality iris morphology,11597,10349,1,0.09916251097144987,8.62217623728229e-5,8.688936088047886e-4,>,8.315605569759803
HP:0000528,0,6,Anophthalmia,11592,10358,1,Inf,5.173305742369374e-4,0,>,5.940310973648636
HP:0000539,389,530,Abnormality of refraction,11068,9969,1,1.2271682625996556,0.045697534057596134,0.03755551264722919,>,10.303235998610797
HP:0000540,165,145,Hypermetropia,11453,10193,1,0.7821202519454491,0.012502155544059321,0.015929716161421123,>,5.877431210901837
HP:0000541,0,85,Retinal detachment,11513,10358,3.4080808060225366e-21,Inf,0.007328849801689946,0,<,94.03553120705982
HP:0000545,28,150,Myopia,11448,10330,1.0394801735973426e-15,4.833573741124115,0.012933264355923435,0.0027032245607260088,<,72.09830589950556
HP:0000549,140,160,Abnormal conjugate eye movement,11438,10218,1,1.0209592522779265,0.013795481979651664,0.013516122803630045,>,0.25878141037935803
HP:0000553,9,14,Abnormal uvea morphology,11584,10349,1,1.3896898671255935,0.0012071046732195206,8.688936088047886e-4,>,1.09377376362868
HP:0000554,0,13,Uveitis,11585,10358,0.3362168779910764,Inf,0.0011208829108466977,0,<,14.059092696195242
HP:0000557,23,0,Buphthalmos,11598,10335,3.3994210450433014e-5,0,0,0.002220505889167793,<,30.03995090582017
HP:0000565,61,39,Esotropia,11559,10297,1,0.5695616179384004,0.003362648732540093,0.005889167793010234,>,8.753806886121874
HP:0000568,0,4,Microphthalmia,11594,10358,1,Inf,3.448870494912916e-4,0,>,3.5798771295563303
HP:0000577,25,20,Exotropia,11578,10333,1,0.7139906168284954,0.001724435247456458,0.0024135933577910792,>,2.1128666454847616
HP:0000587,138,170,Abnormality of the optic nerve,11428,10220,1,1.1016368328540327,0.014657699603379893,0.013323035335006759,>,1.5020342046122654
HP:0000598,466,370,Abnormality of the ear,11228,9892,5.489824158724e-4,0.6995332089888505,0.03190205207794447,0.04498938018922572,<,25.2073370044492
HP:0000600,34,12,Abnormality of the pharynx,11586,10324,0.33035547743114546,0.314512730952023,0.0010346611484738748,0.003282486966595868,<,14.089644692684578
HP:0000606,5,1,Abnormality of the periorbital region,11597,10353,1,0.17856836248400634,8.62217623728229e-5,4.8271867155821587e-4,>,3.8862168131106145
HP:0000609,44,101,Optic nerve hypoplasia,11497,10314,0.04265200972555619,2.0591338446965337,0.008708397999655114,0.004247924309712299,<,17.645812742379036
HP:0000614,2,0,Abnormal nasolacrimal system morphology,11598,10356,1,0,0,1.9308746862328635e-4,>,2.610307122485601
HP:0000615,9,1,Abnormal pupil morphology,11597,10349,1,0.09916251097144987,8.62217623728229e-5,8.688936088047886e-4,>,8.315605569759803
HP:0000620,2,0,Dacryocystitis,11598,10356,1,0,0,1.9308746862328635e-4,>,2.610307122485601
HP:0000632,1,1,Lacrimation abnormality,11597,10357,1,0.8930810269017343,8.62217623728229e-5,9.654373431164318e-5,>,-0
HP:0000639,47,114,Nystagmus,11484,10311,0.0038994312472567594,2.1776304493872076,0.00982928091050181,0.004537555512647229,<,21.80156567067117
HP:0000643,1,0,Blepharospasm,11598,10357,1,0,0,9.654373431164318e-5,>,1.3051092617108087
HP:0000648,23,66,Optic atrophy,11532,10335,0.04742718582713978,2.5714777755610987,0.005690636316606311,0.002220505889167793,<,17.461461317378873
HP:0000651,0,26,Diplopia,11572,10358,7.104339368194366e-5,Inf,0.0022417658216933953,0,<,28.759475944069955
HP:0000662,1,0,Nyctalopia,11598,10357,1,0,0,9.654373431164318e-5,>,1.3051092617108087
HP:0000670,6,9,Carious teeth,11589,10352,1,1.3398709022191533,7.759958613554061e-4,5.792624058698591e-4,>,0.842222149613843
HP:0000674,1,0,Anodontia,11598,10357,1,0,0,9.654373431164318e-5,>,1.3051092617108087
HP:0000689,0,2,Dental malocclusion,11596,10358,1,Inf,1.724435247456458e-4,0,>,1.198666511988831
HP:0000692,0,2,Tooth malposition,11596,10358,1,Inf,1.724435247456458e-4,0,>,1.198666511988831
HP:0000707,3205,3049,Abnormality of the nervous system,8549,7153,2.986205542668581e-11,0.7959945784005296,0.26289015347473704,0.3094226684688164,<,54.2650919517593
HP:0000708,713,654,Behavioral abnormality,10944,9645,0.15541627211589426,0.8083886388130884,0.05638903259182618,0.06883568256420158,<,15.399584790362084
HP:0000709,1,4,Psychosis,11594,10357,1,3.5728938186355705,3.448870494912916e-4,9.654373431164318e-5,>,1.685789556819334
HP:0000717,163,146,Autism,11452,10195,1,0.7974017712454808,0.012588377306432143,0.01573662869279784,>,5.1697590352762095
HP:0000722,123,20,Obsessive-compulsive behavior,11578,10235,3.1453552888800825e-19,0.14375571401639647,0.001724435247456458,0.011874879320332111,<,86.17489190457908
HP:0000729,163,146,Autistic behavior,11452,10195,1,0.7974017712454808,0.012588377306432143,0.01573662869279784,>,5.1697590352762095
HP:0000733,8,19,Stereotypy,11579,10350,1,2.1227810246433942,0.001638213485083635,7.723498744931454e-4,>,4.339514567727692
HP:0000736,25,73,Short attention span,11525,10333,0.01686576454739152,2.6177500064421406,0.0062941886532160716,0.0024135933577910792,<,19.257546608176302
HP:0000738,0,5,Hallucinations,11593,10358,1,Inf,4.311088118641145e-4,0,>,4.762622232263521
HP:0000750,57,69,Delayed speech and language development,11529,10301,1,1.0816164945024853,0.00594930160372478,0.005502992855763661,>,0.5693036171716287
HP:0000752,25,73,Hyperactivity,11525,10333,0.01686576454739152,2.6177500064421406,0.0062941886532160716,0.0024135933577910792,<,19.257546608176302
HP:0000759,2,68,Abnormal peripheral nervous system morphology,11530,10356,1.0147877019981216e-13,30.53611267832601,0.005863079841351957,1.9308746862328635e-4,<,64.1400699588059
HP:0000769,3,7,Abnormality of the breast,11591,10355,1,2.0843924042484776,6.035523366097603e-4,2.8963120293492954e-4,>,1.8165103305970556
HP:0000786,0,2,Primary amenorrhea,11596,10358,1,Inf,1.724435247456458e-4,0,>,1.198666511988831
HP:0000790,3,10,Hematuria,11588,10355,1,2.97833802288757,8.62217623728229e-4,2.8963120293492954e-4,>,4.019662027722525
HP:0000795,0,229,Abnormality of the urethra,11369,10358,1.3245266399291848e-61,Inf,0.019744783583376443,0,<,255.67732795024972
HP:0000796,0,13,Urethral obstruction,11585,10358,0.3362168779910764,Inf,0.0011208829108466977,0,<,14.059092696195242
HP:0000805,41,4,Enuresis,11594,10317,8.613569028896134e-7,0.08682903615296904,3.448870494912916e-4,0.00395829310677737,<,36.42483818667052
HP:0000811,41,394,Abnormal external genitalia,11204,10317,2.1343171048835932e-63,8.848301814054954,0.03397137437489222,0.00395829310677737,<,262.8485349609351
HP:0000818,508,125,Abnormality of the endocrine system,11473,9850,1.7572188784024152e-64,0.2112427743860445,0.010777720296602863,0.04904421703031473,<,267.1862672990639
HP:0000820,34,32,Abnormality of the thyroid gland,11566,10324,1,0.8401177972338744,0.0027590963959303327,0.003282486966595868,>,1.078600762286161
HP:0000821,26,30,Hypothyroidism,11568,10332,1,1.0305654230356387,0.002586652871184687,0.0025101370921027225,>,1.157192959863945e-15
HP:0000822,3,1,Hypertension,11597,10355,1,0.2976483095735998,8.62217623728229e-5,2.8963120293492954e-4,>,1.827678604486545
HP:0000823,14,0,Delayed puberty,11598,10344,0.029613756017745508,0,0,0.0013516122803630044,<,18.279596764661672
HP:0000826,23,11,Precocious puberty,11587,10335,1,0.42659792640616034,9.484393861010519e-4,0.002220505889167793,>,6.480003663212188
HP:0000828,4,32,Abnormality of the parathyroid gland,11566,10354,0.0063989726223694235,7.161167612712432,0.0027590963959303327,3.861749372465727e-4,<,20.941129732354923
HP:0000829,3,31,Hypoparathyroidism,11567,10355,0.002651469526094587,9.24814304495295,0.00267287463355751,2.8963120293492954e-4,<,22.47162418045669
HP:0000830,127,5,Anterior hypopituitarism,11593,10231,6.020320107815599e-32,0.03474562075445146,4.311088118641145e-4,0.012261054257578683,<,137.04709240526148
HP:0000834,34,13,Abnormality of the adrenal glands,11585,10324,0.6871525761109006,0.3407504298086494,0.0011208829108466977,0.003282486966595868,<,12.817358024674528
HP:0000839,47,14,Pituitary dwarfism,11584,10311,0.0024439305804848373,0.2651365892011264,0.0012071046732195206,0.004537555512647229,<,22.61321527795239
HP:0000843,1,1,Hyperparathyroidism,11597,10357,1,0.8930810269017343,8.62217623728229e-5,9.654373431164318e-5,>,-0
HP:0000846,34,13,Adrenal insufficiency,11585,10324,0.6871525761109006,0.3407504298086494,0.0011208829108466977,0.003282486966595868,<,12.817358024674528
HP:0000851,0,1,Congenital hypothyroidism,11597,10358,1,Inf,8.62217623728229e-5,0,>,-0
HP:0000858,13,8,Irregular menstruation,11590,10345,1,0.5493001673761378,6.897740989825832e-4,0.0012550685460513613,>,2.8408790909751764
HP:0000864,260,36,Abnormality of the hypothalamus-pituitary axis,11562,10098,1.636578502738077e-46,0.12094123198759431,0.0031039834454216243,0.025101370921027225,<,195.30982337180745
HP:0000869,0,1,Secondary amenorrhea,11597,10358,1,Inf,8.62217623728229e-5,0,>,-0
HP:0000870,0,1,Increased circulating prolactin concentration,11597,10358,1,Inf,8.62217623728229e-5,0,>,-0
HP:0000871,127,5,Panhypopituitarism,11593,10231,6.020320107815599e-32,0.03474562075445146,4.311088118641145e-4,0.012261054257578683,<,137.04709240526148
HP:0000872,2,0,Hashimoto thyroiditis,11598,10356,1,0,0,1.9308746862328635e-4,>,2.610307122485601
HP:0000873,138,1,Diabetes insipidus,11597,10220,4.739251689534028e-41,0.006378866385800655,8.62217623728229e-5,0.013323035335006759,<,173.46273164630946
HP:0000924,392,249,Abnormality of the skeletal system,11349,9966,7.153618990803173e-10,0.5578187750114649,0.0214692188308329,0.037845143850164124,<,48.747467518822646
HP:0000925,17,12,Abnormality of the vertebral column,11586,10341,1,0.6300493252754914,0.0010346611484738748,0.001641243483297934,>,2.3089116119816575
HP:0000929,205,142,Abnormal skull morphology,11456,10153,0.008984543593786433,0.6139175465692488,0.012243490256940852,0.01979146553388685,<,20.35158665958728
HP:0000932,36,0,Abnormal posterior cranial fossa morphology,11598,10322,1.9117559967116766e-9,0,0,0.0034755744352191545,<,47.03984089607757
HP:0000939,10,26,Osteoporosis,11572,10348,1,2.324814111036337,0.0022417658216933953,9.654373431164317e-4,>,6.819992011763362
HP:0000943,59,0,Dysostosis multiplex,11598,10299,5.662786348093208e-17,0,0,0.005696080324386947,<,77.15345003507296
HP:0000951,187,271,Abnormality of the skin,11327,10171,1,1.301279055836866,0.023366097603035006,0.018053678316277275,>,8.87009311868619
HP:0000952,21,6,Jaundice,11592,10337,1,0.25477329782569563,5.173305742369374e-4,0.002027418420544507,>,11.172868706255729
HP:0000953,22,23,Hyperpigmentation of the skin,11575,10336,1,0.9335735751133533,0.0019831005345749267,0.0021239621548561497,>,0.21888521711013678
HP:0000956,6,5,Acanthosis nigricans,11593,10352,1,0.7441413744656586,4.311088118641145e-4,5.792624058698591e-4,>,0.4644629062004163
HP:0000957,22,23,Cafe-au-lait spot,11575,10336,1,0.9335735751133533,0.0019831005345749267,0.0021239621548561497,>,0.21888521711013678
HP:0000961,5,7,Cyanosis,11591,10353,1,1.2504559873560013,6.035523366097603e-4,4.8271867155821587e-4,>,0.4346567268525421
HP:0000964,46,36,Eczema,11562,10312,1,0.6980153582586657,0.0031039834454216243,0.004441011778335586,>,3.6751545993338808
HP:0000969,54,33,Edema,11565,10304,1,0.5444984624813589,0.0028453181583031556,0.005213361652828732,>,8.667114775707415
HP:0000988,35,38,Skin rash,11560,10323,1,0.9695278254527082,0.00327642697016727,0.003379030700907511,>,0.1694631491561382
HP:0000989,0,4,Pruritus,11594,10358,1,Inf,3.448870494912916e-4,0,>,3.5798771295563303
HP:0001000,22,23,Abnormality of skin pigmentation,11575,10336,1,0.9335735751133533,0.0019831005345749267,0.0021239621548561497,>,0.21888521711013678
HP:0001005,26,13,Dermatological manifestations of systemic disorders,11585,10332,1,0.4459350424053069,0.0011208829108466977,0.0025101370921027225,>,7.190431210247882
HP:0001007,1,1,Hirsutism,11597,10357,1,0.8930810269017343,8.62217623728229e-5,9.654373431164318e-5,>,-0
HP:0001025,4,19,Urticaria,11579,10354,1,4.24711889145617,0.001638213485083635,3.861749372465727e-4,>,9.084094834894461
HP:0001028,29,1,Hemangioma,11597,10329,1.1306539440959087e-5,0.030713970064853203,8.62217623728229e-5,0.002799768295037652,<,31.95225193248427
HP:0001034,22,23,Hypermelanotic macule,11575,10336,1,0.9335735751133533,0.0019831005345749267,0.0021239621548561497,>,0.21888521711013678
HP:0001041,2,0,Facial erythema,11598,10356,1,0,0,1.9308746862328635e-4,>,2.610307122485601
HP:0001047,15,14,Atopic dermatitis,11584,10343,1,0.8333535979692257,0.0012071046732195206,0.0014481560146746477,>,0.5928218423991667
