bin,term,N,Y,description,Y_out,N_out,pvalue,odds,freq1,freq2,color_sig,size_sel
1,HP:0000153,105,143,Abnormality of the mouth,14923,5951,0.0032514902654737707,0.543144977470245,0.009491570423470066,0.017338177014531043,<,21.67342854656132
1,HP:0000157,41,39,Abnormality of the tongue,15027,6015,0.025074770420861064,0.3807729362021849,0.002588610115491836,0.006770145310435931,<,18.12481051744707
1,HP:0000159,1,0,Abnormal lip morphology,15066,6055,1,0,0,1.6512549537648613e-4,>,2.170196687176009
1,HP:0000163,105,143,Abnormal oral cavity morphology,14923,5951,0.0032514902654737707,0.543144977470245,0.009491570423470066,0.017338177014531043,<,21.67342854656132
1,HP:0000172,1,1,Abnormal uvula morphology,15065,6055,1,0.4019429728976858,6.637461834594451e-5,1.6512549537648613e-4,>,1.2348442717568704
1,HP:0000174,60,103,Abnormal palate morphology,14963,5996,1,0.6879189075059015,0.0068365856896322845,0.009907529722589167,<,6.500841860515021
1,HP:0000175,60,103,Cleft palate,14963,5996,1,0.6879189075059015,0.0068365856896322845,0.009907529722589167,<,6.500841860515021
1,HP:0000177,1,0,Abnormality of upper lip,15066,6055,1,0,0,1.6512549537648613e-4,>,2.170196687176009
1,HP:0000185,1,1,Cleft soft palate,15065,6055,1,0.4019429728976858,6.637461834594451e-5,1.6512549537648613e-4,>,1.2348442717568704
1,HP:0000190,3,39,Abnormal oral frenulum morphology,15027,6053,0.8165296311669997,5.236425682809809,0.002588610115491836,4.953764861294584e-4,<,12.073870580920223
1,HP:0000193,1,1,Bifid uvula,15065,6055,1,0.4019429728976858,6.637461834594451e-5,1.6512549537648613e-4,>,1.2348442717568704
1,HP:0000202,64,103,Oral cleft,14963,5992,1,0.6444960516881258,0.0068365856896322845,0.010568031704095112,<,8.492523847205913
1,HP:0000204,1,0,Cleft upper lip,15066,6055,1,0,0,1.6512549537648613e-4,>,2.170196687176009
1,HP:0000206,24,0,Glossitis,15066,6032,7.854490425925918e-11,0,0,0.003963011889035667,<,52.14128632042324
1,HP:0000221,14,0,Furrowed tongue,15066,6042,2.138414621336194e-5,0,0,0.002311756935270806,<,30.401390718138124
1,HP:0000234,350,755,Abnormality of the head,14311,5706,1,0.860104048431757,0.05011283685118811,0.05779392338177015,<,6.468619761433739
1,HP:0000235,30,164,Abnormality of the fontanelles or cranial sutures,14902,6026,0.017448906698586356,2.210516095226319,0.0108854374087349,0.004953764861294584,<,18.75468549735787
1,HP:0000238,159,518,Hydrocephalus,14548,5897,1,1.3205094004570035,0.034382052303199254,0.026254953764861293,<,10.665817730146026
1,HP:0000245,37,9,Abnormal paranasal sinus morphology,15057,6019,3.91323404191575e-10,0.0972489278317951,5.973715651135006e-4,0.006109643328929987,<,49.35161508756839
1,HP:0000246,37,9,Sinusitis,15057,6019,3.91323404191575e-10,0.0972489278317951,5.973715651135006e-4,0.006109643328929987,<,49.35161508756839
1,HP:0000255,9,1,Acute sinusitis,15065,6047,0.08245042932496265,0.044603608820956805,6.637461834594451e-5,0.001486129458388375,<,16.056986693518123
1,HP:0000271,243,301,Abnormality of the face,14765,5813,9.572498995655584e-13,0.48767516507612774,0.019978760122129298,0.04012549537648613,<,59.7976570612522
1,HP:0000282,2,7,Facial edema,15059,6054,1,1.4069929216365393,4.6462232842161156e-4,3.3025099075297226e-4,>,-0
1,HP:0000301,4,1,Abnormality of facial musculature,15065,6052,1,0.10044488763059556,6.637461834594451e-5,6.605019815059445e-4,<,6.338512405207499
1,HP:0000315,23,26,Abnormality of the orbital region,15040,6033,1,0.453462757989965,0.0017257400769945573,0.003797886393659181,<,8.684992235889577
1,HP:0000316,0,9,Hypertelorism,15057,6056,1,Inf,5.973715651135006e-4,0,>,4.672626205234922
1,HP:0000317,4,1,Facial myokymia,15065,6052,1,0.10044488763059556,6.637461834594451e-5,6.605019815059445e-4,<,6.338512405207499
1,HP:0000356,18,8,Abnormality of the outer ear,15058,6038,0.01806572901593231,0.17823078710755297,5.309969467675561e-4,0.00297225891677675,<,18.694336412775094
1,HP:0000364,120,81,Hearing abnormality,14985,5936,3.9721287640934855e-17,0.26740712510737497,0.005376344086021506,0.019815059445178335,<,77.32566510494074
1,HP:0000365,120,81,Hearing impairment,14985,5936,3.9721287640934855e-17,0.26740712510737497,0.005376344086021506,0.019815059445178335,<,77.32566510494074
1,HP:0000366,109,124,Abnormality of the nose,14942,5947,4.5360422316622585e-6,0.45278863425601507,0.00823045267489712,0.01799867899603699,<,33.09505002190085
1,HP:0000370,71,41,Abnormality of the middle ear,15025,5985,1.9928087234697988e-11,0.23004502748467018,0.002721359352183725,0.011723910171730516,<,54.5238959164839
1,HP:0000372,5,8,Abnormality of the auditory canal,15058,6051,1,0.6429686391245437,5.309969467675561e-4,8.256274768824307e-4,>,1.0731517131573265
1,HP:0000388,66,39,Otitis media,15027,5990,2.87086906471179e-10,0.23556557002422404,0.002588610115491836,0.010898282694848084,<,49.88970483690367
1,HP:0000405,5,2,Conductive hearing impairment,15064,6051,1,0.1607055205749539,1.3274923669188903e-4,8.256274768824307e-4,<,6.507254290208538
1,HP:0000407,111,61,Sensorineural hearing impairment,15005,5945,1.1449848682627345e-19,0.21774914467538636,0.004048851719102615,0.01832892998678996,<,87.48655939017425
1,HP:0000410,4,1,Mixed hearing impairment,15065,6052,1,0.10044488763059556,6.637461834594451e-5,6.605019815059445e-4,<,6.338512405207499
1,HP:0000415,2,6,Abnormality of the choanae,15060,6054,1,1.2059555217415536,3.9824771007566706e-4,3.3025099075297226e-4,>,-0
1,HP:0000419,2,1,Abnormality of the nasal septum,15065,6054,1,0.20094600523124367,6.637461834594451e-5,3.3025099075297226e-4,>,2.800530389051701
1,HP:0000421,2,18,Epistaxis,15048,6054,1,3.620908446456798,0.0011947431302270011,3.3025099075297226e-4,>,4.350545883925215
1,HP:0000453,2,6,Choanal atresia,15060,6054,1,1.2059555217415536,3.9824771007566706e-4,3.3025099075297226e-4,>,-0
1,HP:0000464,108,32,Abnormality of the neck,15034,5948,1.1196064675448691e-29,0.1172423736421322,0.0021239877870702245,0.0178335535006605,<,127.52549678483872
1,HP:0000473,108,32,Torticollis,15034,5948,1.1196064675448691e-29,0.1172423736421322,0.0021239877870702245,0.0178335535006605,<,127.52549678483872
1,HP:0000478,272,378,Abnormality of the eye,14688,5784,2.892654598224592e-10,0.5472974543318444,0.025089605734767026,0.04491413474240423,<,49.87657206243628
1,HP:0000479,0,17,Abnormal retinal morphology,15049,6056,1,Inf,0.0011283685118810567,0,<,9.085381409698364
1,HP:0000481,61,69,Abnormal cornea morphology,14997,5995,0.008273142101183817,0.45218391014397974,0.004579848665870172,0.010072655217965654,<,20.051076443377028
1,HP:0000483,60,68,Astigmatism,14998,5996,0.01080285731683752,0.4531028473064118,0.004513474047524227,0.009907529722589167,<,19.587603819040453
1,HP:0000486,84,45,Strabismus,15021,5972,1.1543011792522748e-14,0.21300440999353581,0.002986857825567503,0.013870541611624834,<,67.47248182170244
1,HP:0000491,1,1,Keratitis,15065,6055,1,0.4019429728976858,6.637461834594451e-5,1.6512549537648613e-4,>,1.2348442717568704
1,HP:0000492,0,9,Abnormal eyelid morphology,15057,6056,1,Inf,5.973715651135006e-4,0,>,4.672626205234922
1,HP:0000496,142,117,Abnormality of eye movement,14949,5914,8.534040553969674e-16,0.32597216745966173,0.007765830346475508,0.02344782034346103,<,71.99713956984196
1,HP:0000498,0,3,Blepharitis,15063,6056,1,Inf,1.9912385503783353e-4,0,>,0.999985214678497
1,HP:0000502,23,17,Abnormal conjunctiva morphology,15049,6033,0.12868748330767021,0.29633080251775074,0.0011283685118810567,0.003797886393659181,<,15.283613148551439
1,HP:0000504,13,14,Abnormality of vision,15052,6043,1,0.4323722544189077,9.292446568432231e-4,0.0021466314398943197,<,5.957218442185723
1,HP:0000505,13,14,Visual impairment,15052,6043,1,0.4323722544189077,9.292446568432231e-4,0.0021466314398943197,<,5.957218442185723
1,HP:0000508,0,4,Ptosis,15062,6056,1,Inf,2.6549847338377806e-4,0,>,0.935041767332054
1,HP:0000509,23,17,Conjunctivitis,15049,6033,0.12868748330767021,0.29633080251775074,0.0011283685118810567,0.003797886393659181,<,15.283613148551439
1,HP:0000520,0,3,Proptosis,15063,6056,1,Inf,1.9912385503783353e-4,0,>,0.999985214678497
1,HP:0000539,93,122,Abnormality of refraction,14944,5963,0.003941991677247005,0.5234403971466829,0.00809770343820523,0.01535667107001321,<,21.338895567004432
1,HP:0000540,32,36,Hypermetropia,15030,6024,1,0.45090983647185084,0.0023894862604540022,0.005284015852047556,<,11.047165913994018
1,HP:0000545,1,7,Myopia,15059,6055,1,2.814291035929318,4.6462232842161156e-4,1.6512549537648613e-4,>,1.3753240730509242
1,HP:0000549,84,45,Abnormal conjugate eye movement,15021,5972,1.1543011792522748e-14,0.21300440999353581,0.002986857825567503,0.013870541611624834,<,67.47248182170244
1,HP:0000565,78,23,Esotropia,15043,5978,4.763044002370165e-21,0.11719674752036564,0.0015266162219567238,0.012879788639365918,<,93.01022000439707
1,HP:0000568,0,1,Microphthalmia,15065,6056,1,Inf,6.637461834594451e-5,0,>,-0
1,HP:0000573,0,17,Retinal hemorrhage,15049,6056,1,Inf,0.0011283685118810567,0,<,9.085381409698364
1,HP:0000577,0,3,Exotropia,15063,6056,1,Inf,1.9912385503783353e-4,0,>,0.999985214678497
1,HP:0000587,0,60,Abnormality of the optic nerve,15006,6056,2.2555544335844797e-6,Inf,0.00398247710075667,0,<,34.30874512928823
1,HP:0000598,223,139,Abnormality of the ear,14927,5833,2.0726223261638886e-36,0.24359355585727943,0.009226071950086286,0.036822985468956404,<,154.4556776909154
1,HP:0000600,18,16,Abnormality of the pharynx,15050,6038,1,0.35663856877445993,0.0010619938935351122,0.00297225891677675,<,9.795369839523488
1,HP:0000606,2,7,Abnormality of the periorbital region,15059,6054,1,1.4069929216365393,4.6462232842161156e-4,3.3025099075297226e-4,>,-0
1,HP:0000609,0,55,Optic nerve hypoplasia,15011,6056,9.802148813576954e-6,Inf,0.003650604009026948,0,<,31.756473212793857
1,HP:0000632,0,1,Lacrimation abnormality,15065,6056,1,Inf,6.637461834594451e-5,0,>,-0
1,HP:0000639,58,72,Nystagmus,14994,5998,0.10714224034973636,0.49658490479995937,0.0047789725209080045,0.009577278731836196,<,15.60191548606017
1,HP:0000646,0,2,Amblyopia,15064,6056,1,Inf,1.3274923669188903e-4,0,>,-0
1,HP:0000648,0,5,Optic atrophy,15061,6056,1,Inf,3.3187309172972256e-4,0,>,1.92315793130447
1,HP:0000707,1618,2457,Abnormality of the nervous system,12609,4438,2.00001708344306e-61,0.5344846020624211,0.16308243727598568,0.26717305151915455,<,254.51762355798414
1,HP:0000708,80,133,Behavioral abnormality,14933,5976,1,0.6653256927493173,0.00882782424001062,0.013210039630118891,<,9.28172033462434
1,HP:0000717,0,7,Autism,15059,6056,1,Inf,4.6462232842161156e-4,0,>,2.767172400502982
1,HP:0000729,0,7,Autistic behavior,15059,6056,1,Inf,4.6462232842161156e-4,0,>,2.767172400502982
1,HP:0000733,21,24,Stereotypy,15042,6035,1,0.458535683607461,0.0015929908403026682,0.0034676354029062086,<,7.654683360636589
1,HP:0000736,0,7,Short attention span,15059,6056,1,Inf,4.6462232842161156e-4,0,>,2.767172400502982
1,HP:0000750,3,26,Delayed speech and language development,15040,6053,1,3.488099740453192,0.0017257400769945573,4.953764861294584e-4,<,5.716077681654024
1,HP:0000752,0,7,Hyperactivity,15059,6056,1,Inf,4.6462232842161156e-4,0,>,2.767172400502982
1,HP:0000769,0,4,Abnormality of the breast,15062,6056,1,Inf,2.6549847338377806e-4,0,>,0.935041767332054
1,HP:0000790,2,4,Hematuria,15062,6054,1,0.803858360492093,2.6549847338377806e-4,3.3025099075297226e-4,>,-0
1,HP:0000795,0,259,Abnormality of the urethra,14807,6056,5.698941937452716e-36,Inf,0.017191026151599627,0,<,152.69858144997642
1,HP:0000796,0,117,Urethral obstruction,14949,6056,7.64637111278486e-15,Inf,0.007765830346475508,0,<,68.18793688922969
1,HP:0000811,75,457,Abnormal external genitalia,14609,5981,1.044083853402139e-12,2.4945533261564745,0.03033320058409664,0.01238441215323646,<,59.64681686100176
1,HP:0000818,43,305,Abnormality of the endocrine system,14761,6013,2.938545495078442e-10,2.8891396036104084,0.020244258595513077,0.007100396301188904,<,49.84922870336257
1,HP:0000820,13,4,Abnormality of the thyroid gland,15062,6043,0.051860171563819356,0.12346600025698322,2.6549847338377806e-4,0.0021466314398943197,<,16.86242258239195
1,HP:0000821,13,3,Hypothyroidism,15063,6043,0.016586549147495345,0.09259257328636397,1.9912385503783353e-4,0.0021466314398943197,<,18.842734219439908
1,HP:0000822,3,0,Hypertension,15066,6053,1,0,0,4.953764861294584e-4,<,6.51120399246728
1,HP:0000828,0,181,Abnormality of the parathyroid gland,14885,6056,2.1422914635845765e-24,Inf,0.012013805920615956,0,<,106.39824415002977
1,HP:0000829,0,180,Hypoparathyroidism,14886,6056,3.43463520685455e-24,Inf,0.011947431302270013,0,<,105.57823590962789
1,HP:0000830,0,42,Anterior hypopituitarism,15024,6056,8.826234645353119e-4,Inf,0.0027877339705296694,0,<,23.938656503151687
1,HP:0000834,11,19,Abnormality of the adrenal glands,15047,6045,1,0.6939296164408548,0.0012611177485729458,0.0018163804491413474,>,1.983190354316289
1,HP:0000843,0,1,Hyperparathyroidism,15065,6056,1,Inf,6.637461834594451e-5,0,>,-0
1,HP:0000846,11,19,Adrenal insufficiency,15047,6045,1,0.6939296164408548,0.0012611177485729458,0.0018163804491413474,>,1.983190354316289
1,HP:0000864,0,97,Abnormality of the hypothalamus-pituitary axis,14969,6056,8.916393768126095e-12,Inf,0.006438337979556618,0,<,55.921001420431516
1,HP:0000871,0,42,Panhypopituitarism,15024,6056,8.826234645353119e-4,Inf,0.0027877339705296694,0,<,23.938656503151687
1,HP:0000873,19,0,Diabetes insipidus,15066,6037,4.104373592234448e-8,0,0,0.0031373844121532365,<,41.26877084037741
1,HP:0000924,452,590,Abnormality of the skeletal system,14476,5604,3.3899105842013937e-22,0.5053162830579352,0.039161024824107264,0.07463672391017173,<,97.6010054072575
1,HP:0000925,0,3,Abnormality of the vertebral column,15063,6056,1,Inf,1.9912385503783353e-4,0,>,0.999985214678497
1,HP:0000929,107,454,Abnormal skull morphology,14612,5949,1.1583792010602911e-4,1.7274138942844357,0.03013407672905881,0.017668428005284016,<,27.466355374765833
1,HP:0000932,0,19,Abnormal posterior cranial fossa morphology,15047,6056,1,Inf,0.0012611177485729458,0,<,9.846197918548995
1,HP:0000943,278,0,Dysostosis multiplex,15066,5778,1.237633088418754e-150,0,0,0.045904887714663146,<,611.3513907318103
1,HP:0000951,183,213,Abnormality of the skin,14853,5873,8.227340150440504e-11,0.46023979973946166,0.014137793707686181,0.03021796565389696,<,52.060720566623104
1,HP:0000952,42,3,Jaundice,15063,6014,6.694050356548581e-17,0.028522414065182307,1.9912385503783353e-4,0.006935270805812417,<,76.41900247886568
1,HP:0000953,7,9,Hyperpigmentation of the skin,15057,6049,1,0.5165157041295926,5.973715651135006e-4,0.001155878467635403,>,2.3020096605030815
1,HP:0000957,7,9,Cafe-au-lait spot,15057,6049,1,0.5165157041295926,5.973715651135006e-4,0.001155878467635403,>,2.3020096605030815
1,HP:0000961,5,30,Cyanosis,15036,6051,1,2.4144617750247614,0.001991238550378335,8.256274768824307e-4,>,4.819113547717688
1,HP:0000964,31,93,Eczema,14973,6025,1,1.2071515659202372,0.006172839506172839,0.00511889035667107,>,1.4840437387310799
1,HP:0000969,30,85,Edema,14981,6026,1,1.139677265199285,0.005641842559405284,0.004953764861294584,>,0.8714087148235763
1,HP:0000988,33,32,Skin rash,15034,6023,0.14513633372378365,0.3885039895583035,0.0021239877870702245,0.005449141347424042,<,15.074653786229959
1,HP:0001000,16,9,Abnormality of skin pigmentation,15057,6040,0.21626041806991492,0.225662294367764,5.973715651135006e-4,0.002642007926023778,<,14.381850226171775
1,HP:0001005,47,33,Dermatological manifestations of systemic disorders,15033,6009,2.4592200914948576e-5,0.2806936550310393,0.002190362405416169,0.007760898282694848,<,30.15856878587791
1,HP:0001007,5,0,Hirsutism,15066,6051,1,0,0,8.256274768824307e-4,<,10.853030162341406
1,HP:0001025,24,8,Urticaria,15058,6032,6.383432642899305e-5,0.13354835920523161,5.309969467675561e-4,0.003963011889035667,<,28.501541258558106
1,HP:0001034,7,9,Hypermelanotic macule,15057,6049,1,0.5165157041295926,5.973715651135006e-4,0.001155878467635403,>,2.3020096605030815
1,HP:0001045,9,0,Vitiligo,15066,6047,0.011108475781796252,0,0,0.001486129458388375,<,19.539140488926186
1,HP:0001047,12,46,Atopic dermatitis,15020,6044,1,1.5425419040127093,0.0030532324439134476,0.0019815059445178335,>,2.8521935307786914
1,HP:0001051,19,47,Seborrheic dermatitis,15019,6037,1,0.9943161945269833,0.003119607062259392,0.0031373844121532365,>,-0
1,HP:0001059,0,1,Pterygium,15065,6056,1,Inf,6.637461834594451e-5,0,>,-0
1,HP:0001072,2,0,Thickened skin,15066,6054,1,0,0,3.3025099075297226e-4,>,4.340598003502397
1,HP:0001096,1,1,Keratoconjunctivitis,15065,6055,1,0.4019429728976858,6.637461834594451e-5,1.6512549537648613e-4,>,1.2348442717568704
1,HP:0001097,1,1,Keratoconjunctivitis sicca,15065,6055,1,0.4019429728976858,6.637461834594451e-5,1.6512549537648613e-4,>,1.2348442717568704
1,HP:0001098,0,77,Abnormal fundus morphology,14989,6056,5.493853046715409e-9,Inf,0.005110845612637727,0,<,44.76225022531337
1,HP:0001123,9,0,Visual field defect,15066,6047,0.011108475781796252,0,0,0.001486129458388375,<,19.539140488926186
1,HP:0001137,16,0,Alternating esotropia,15066,6040,1.7518942058193851e-6,0,0,0.002642007926023778,<,34.747726874058486
1,HP:0001155,2,1,Abnormality of the hand,15065,6054,1,0.20094600523124367,6.637461834594451e-5,3.3025099075297226e-4,>,2.800530389051701
1,HP:0001159,6,1,Syndactyly,15065,6050,1,0.06692517290745695,6.637461834594451e-5,9.907529722589167e-4,<,10.13341062328906
1,HP:0001167,0,1,Abnormality of finger,15065,6056,1,Inf,6.637461834594451e-5,0,>,-0
1,HP:0001197,35,1,Abnormality of prenatal development or birth,15065,6021,2.1173317503142172e-15,0.0114424647175228,6.637461834594451e-5,0.0057793923381770146,<,70.41860273906663
1,HP:0001211,0,1,Abnormal fingertip morphology,15065,6056,1,Inf,6.637461834594451e-5,0,>,-0
1,HP:0001217,0,1,Clubbing,15065,6056,1,Inf,6.637461834594451e-5,0,>,-0
1,HP:0001250,407,346,Seizure,14720,5649,5.585948693953772e-47,0.32627724394097224,0.0229656179476968,0.06720607661822986,<,196.73337060923527
1,HP:0001257,7,10,Spasticity,15056,6049,1,0.5739817355725033,6.637461834594451e-4,0.001155878467635403,>,2.1849519443698444
1,HP:0001259,0,2,Coma,15064,6056,1,Inf,1.3274923669188903e-4,0,>,-0
1,HP:0001262,0,12,Excessive daytime somnolence,15054,6056,1,Inf,7.964954201513341e-4,0,<,6.454718211936144
1,HP:0001264,2,9,Spastic diplegia,15057,6054,1,1.8092889398939471,5.973715651135006e-4,3.3025099075297226e-4,>,0.5245866038284627
1,HP:0001269,5,1,Hemiparesis,15065,6051,1,0.08036537955579753,6.637461834594451e-5,8.256274768824307e-4,<,8.214404148481863
1,HP:0001276,7,10,Hypertonia,15056,6049,1,0.5739817355725033,6.637461834594451e-4,0.001155878467635403,>,2.1849519443698444
1,HP:0001279,4,3,Syncope,15063,6052,1,0.3013547942116741,1.9912385503783353e-4,6.605019815059445e-4,>,3.843418356449906
1,HP:0001288,6,18,Gait disturbance,15048,6050,1,1.2061196733262771,0.0011947431302270011,9.907529722589167e-4,>,0.3376338963216545
1,HP:0001298,3,21,Encephalopathy,15045,6053,1,2.8159823372936406,0.0013938669852648347,4.953764861294584e-4,>,3.813696523843288
1,HP:0001305,0,19,Dandy-Walker malformation,15047,6056,1,Inf,0.0012611177485729458,0,<,9.846197918548995
1,HP:0001311,7,37,Abnormal nervous system electrophysiology,15029,6049,1,2.1273760734276794,0.0024558608787999467,0.001155878467635403,>,4.709723722450875
1,HP:0001317,0,19,Abnormal cerebellum morphology,15047,6056,1,Inf,0.0012611177485729458,0,<,9.846197918548995
1,HP:0001320,0,19,Cerebellar vermis hypoplasia,15047,6056,1,Inf,0.0012611177485729458,0,<,9.846197918548995
1,HP:0001321,0,19,Cerebellar hypoplasia,15047,6056,1,Inf,0.0012611177485729458,0,<,9.846197918548995
1,HP:0001324,11,79,Muscle weakness,14987,6045,0.22091626599194744,2.8964603662672928,0.005243594849329616,0.0018163804491413474,<,14.344847603032928
1,HP:0001332,108,32,Dystonia,15034,5948,1.1196064675448691e-29,0.1172423736421322,0.0021239877870702245,0.0178335535006605,<,127.52549678483872
1,HP:0001334,40,6,Communicating hydrocephalus,15060,6016,2.0431604677261532e-13,0.05991867462211987,3.9824771007566706e-4,0.0066050198150594455,<,62.48054847100745
1,HP:0001336,18,4,Myoclonus,15062,6038,2.9696613784197304e-4,0.08909532577901057,2.6549847338377806e-4,0.00297225891677675,<,25.83093065569416
1,HP:0001337,43,12,Tremor,15054,6013,3.128669417361082e-11,0.11148341202544587,7.964954201513341e-4,0.007100396301188904,<,53.74031967112966
1,HP:0001342,209,8,Cerebral hemorrhage,15058,5847,2.020457146284063e-99,0.014859160791569473,5.309969467675561e-4,0.0345112285336856,<,406.4999598049504
1,HP:0001355,31,24,Megalencephaly,15042,6025,0.015196361393288657,0.3101301394110033,0.0015929908403026682,0.00511889035667107,<,18.994799926231313
1,HP:0001357,40,116,Plagiocephaly,14950,6016,1,1.1669686186781951,0.007699455728129564,0.0066050198150594455,>,1.4857603406226134
1,HP:0001360,0,30,Holoprosencephaly,15036,6056,0.04836076970265855,Inf,0.001991238550378335,0,<,16.983785561432033
1,HP:0001363,15,82,Craniosynostosis,14984,6041,1,2.2038917490269276,0.00544271870436745,0.002476882430647292,<,9.961219660727545
1,HP:0001367,2,6,Abnormal joint morphology,15060,6054,1,1.2059555217415536,3.9824771007566706e-4,3.3025099075297226e-4,>,-0
1,HP:0001371,2,107,Flexion contracture,14959,6054,1.257771490791367e-10,21.650447852460495,0.007102084163016062,3.3025099075297226e-4,<,51.323351392698825
1,HP:0001373,0,5,Joint dislocation,15061,6056,1,Inf,3.3187309172972256e-4,0,>,1.92315793130447
1,HP:0001374,0,5,Congenital hip dislocation,15061,6056,1,Inf,3.3187309172972256e-4,0,>,1.92315793130447
1,HP:0001384,0,5,Abnormal hip joint morphology,15061,6056,1,Inf,3.3187309172972256e-4,0,>,1.92315793130447
1,HP:0001385,0,5,Hip dysplasia,15061,6056,1,Inf,3.3187309172972256e-4,0,>,1.92315793130447
1,HP:0001392,46,23,Abnormality of the liver,15043,6010,5.469732135975995e-8,0.1997773889148113,0.0015266162219567238,0.007595772787318362,<,40.769894144823375
